N,rep,lambda,sum_abs_f_reg,sum_abs_f_un,max_abs_f_reg,n_active_reg_5pct,n_active_reg_2pct
100,0,0.04605170185988092,51.049381614426345,75.77568259356867,1.7190031386248068,97,99
100,1,0.04605170185988092,50.92332792130197,79.24901789578992,1.8123989392259032,96,100
100,2,0.04605170185988092,52.34615662009771,78.37274525341518,1.5912587552081694,94,97
100,3,0.04605170185988092,56.982449923798754,90.31867681050521,1.8485058455207604,94,97
100,4,0.04605170185988092,50.58366598650864,78.78739599539234,1.5175697263362098,91,96
100,5,0.04605170185988092,57.214943604140785,94.96506604730104,2.2131335006585307,96,99
100,6,0.04605170185988092,55.58752216562351,91.20055547369122,1.8664523594861113,93,97
100,7,0.04605170185988092,51.60241635323073,82.08666037598542,1.8501489900061119,93,98
100,8,0.04605170185988092,54.49295139452877,89.14637548778634,1.8222976937644955,92,96
100,9,0.04605170185988092,51.068991296897664,79.51576566812412,1.7565535547384226,93,96
100,10,0.04605170185988092,57.25141130637322,93.16690315795134,1.7454115944842152,97,98
100,11,0.04605170185988092,56.16817865969991,92.41555942210024,1.8823197296648226,94,100
100,12,0.04605170185988092,56.44147828010661,93.93595224685804,2.0550532335792973,92,96
100,13,0.04605170185988092,55.52580607755275,91.66999091954968,1.911413305735323,92,96
100,14,0.04605170185988092,49.443857749894434,91.32913151724286,2.252690529662199,93,97
100,15,0.04605170185988092,49.709453379428936,80.58163020896265,1.6410565328176443,96,100
100,16,0.04605170185988092,50.191416188538795,76.39767050433723,1.8727904717138666,96,97
100,17,0.04605170185988092,50.64218678901055,84.17549433193123,1.895397473981979,95,96
100,18,0.04605170185988092,55.395222470712326,88.42666633408564,1.758479514930176,97,99
100,19,0.04605170185988092,48.92839190442631,77.70575513593201,1.748516481512567,95,98
100,20,0.04605170185988092,47.26206394252482,76.70495710369966,1.700034190736072,91,96
100,21,0.04605170185988092,53.58844745547323,84.48604620445265,1.8522490307128958,97,97
100,22,0.04605170185988092,55.64291901822221,90.16768638923156,1.8881430408817517,93,95
100,23,0.04605170185988092,44.9825580088564,68.5553143166347,1.7227280440372146,94,98
100,24,0.04605170185988092,53.595041038286645,83.92513966416004,1.6618607413665476,88,98
100,25,0.04605170185988092,49.761023169071166,83.08836311281267,1.711115964045664,94,97
100,26,0.04605170185988092,55.33155052467172,88.29819637222793,1.6611917284480828,96,99
100,27,0.04605170185988092,47.12073643015552,71.11145254579142,1.5878614184038768,95,97
100,28,0.04605170185988092,45.232340245611205,74.71122065358284,1.6862320008916174,91,99
100,29,0.04605170185988092,55.01105268211049,88.56218685228497,1.7267297215973865,92,98
150,0,0.033404235293975036,82.96908938058397,120.6220264946985,2.151951198514738,146,149
150,1,0.033404235293975036,88.66821220510843,138.07270552171173,2.0627460440693133,145,149
150,2,0.033404235293975036,80.97506930659517,116.88768628293192,1.8075651041094614,136,143
150,3,0.033404235293975036,83.68864603186609,128.83051673852341,2.0520215600087117,140,144
150,4,0.033404235293975036,84.06655354186066,125.296956295976,1.8976642084814965,141,145
150,5,0.033404235293975036,87.05757088374827,133.73893115097675,1.8151444729333297,143,148
150,6,0.033404235293975036,85.410593633893,135.31903929100918,1.9191007876322912,139,146
150,7,0.033404235293975036,83.77746234897967,129.7114750241629,2.103638383245643,144,148
150,8,0.033404235293975036,88.02769552038404,130.73750649849637,2.0360812264348698,144,147
150,9,0.033404235293975036,85.5603050079661,127.61441254321227,1.9395563895394128,144,145
150,10,0.033404235293975036,84.50123947721075,124.35518603624305,1.897267387697391,136,145
150,11,0.033404235293975036,85.8141413011854,129.5412817396479,1.7586939419376546,143,147
150,12,0.033404235293975036,83.82287525662545,128.3553106041638,1.9480446519891756,143,148
150,13,0.033404235293975036,83.92786305707943,135.654459724851,2.0583398191097992,141,147
150,14,0.033404235293975036,84.12463789667095,127.64156811084906,2.069838041265366,138,145
150,15,0.033404235293975036,81.47919826789783,121.58514237992028,1.9460329169334418,141,146
150,16,0.033404235293975036,85.12919310605405,132.37168337284982,2.0633665323346895,142,146
150,17,0.033404235293975036,78.7657848640903,112.82875300432468,1.740694437768149,138,144
150,18,0.033404235293975036,83.67804052976825,128.81034766399478,1.9675085390318148,143,147
150,19,0.033404235293975036,83.30711855358797,123.91049811336622,2.072245014022961,140,146
150,20,0.033404235293975036,78.16893111924999,125.38931182646267,1.9070384232129203,130,142
150,21,0.033404235293975036,85.27879753125315,131.83927840509267,2.048211980115023,143,147
